,x,y,z,conf
536,65.35518,226.94041,146.91,230.0
537,65.15506,211.0282,146.91,230.0
538,64.39144,195.51665,146.91,230.0
539,64.964645,179.80573,146.91,230.0
540,65.92058,164.22025,146.91,230.0
541,66.25206,148.87764,146.91,230.0
542,65.99835,133.96236,146.91,230.0
543,65.110664,119.29599,146.91,230.0
544,65.54767,104.49516,146.91,230.0
545,66.32775,89.774635,146.91,230.0
546,66.454506,75.26028,146.91,230.0
547,65.917145,60.892773,146.91,230.0
548,67.69968,46.392887,146.91,228.0
549,66.816,32.156296,146.91,230.0
550,66.25284,17.903429,146.91,230.0
551,67.010445,3.6357548,146.91,230.0
552,67.08885,-10.60552,146.91,230.0
553,67.48802,-24.851463,146.91,230.0
554,67.21095,-39.166634,146.91,228.0
555,68.25478,-53.422638,146.91,230.0
556,68.62544,-67.75819,146.91,230.0
557,67.3386,-82.36232,146.91,230.0
558,67.37928,-96.9073,146.91,230.0
559,67.75519,-111.492165,146.91,230.0
560,68.46815,-126.10915,146.91,230.0
561,68.54381,-140.96835,146.91,230.0
562,67.99911,-156.12775,146.91,230.0
563,69.749245,-170.85956,146.91,230.0
564,69.925316,-186.15825,146.91,230.0
565,70.46638,-201.5153,146.91,230.0
566,70.4465,-217.29793,146.91,230.0
567,70.8207,-233.1832,146.91,230.0
568,71.593575,-249.16132,146.91,230.0
569,71.84844,-265.6118,146.91,230.0
570,71.61648,-282.58655,146.91,230.0
571,72.736465,-299.27487,146.91,230.0
572,71.61455,-317.4078,146.91,230.0
573,72.75998,-334.7999,146.91,230.0
574,73.50209,-352.79083,146.91,230.0
575,65.539154,230.40059,154.795,230.0
576,65.25673,214.47838,154.795,230.0
577,65.3608,198.64061,158.779,230.0
578,64.88428,183.16391,158.779,230.0
579,65.74791,167.51204,158.779,230.0
580,65.04728,152.45998,158.779,230.0
581,66.656235,137.03896,158.779,230.0
582,64.70768,122.5262,158.779,230.0
583,65.06291,107.66101,158.779,230.0
584,66.753426,92.7296,158.779,230.0
585,66.80751,78.174614,158.779,228.0
586,65.20502,63.869625,158.779,230.0
587,65.919624,49.376842,158.779,228.0
588,66.964005,34.9489,158.779,230.0
589,67.33711,20.65597,158.779,230.0
590,66.032074,6.377579,158.779,182.0
591,67.0496,-7.924175,158.779,230.0
592,67.389824,-22.21183,158.779,230.0
593,68.05252,-36.488163,158.779,230.0
594,68.04058,-50.826065,158.779,230.0
595,68.35439,-65.18306,158.779,230.0
596,67.010544,-79.80191,158.779,230.0
597,68.97351,-94.07213,158.779,230.0
598,69.28716,-108.63387,158.779,230.0
599,67.974846,-123.61313,158.779,230.0
600,67.99619,-138.49257,158.779,228.0
601,70.2758,-152.81175,158.779,230.0
602,69.044426,-168.2381,158.779,230.0
603,69.15107,-183.51738,158.779,230.0
604,69.6278,-198.87656,158.779,230.0
605,70.47824,-214.30669,158.779,230.0
606,70.76668,-230.14218,158.779,230.0
607,70.52021,-246.437,158.779,230.0
608,72.53678,-262.08762,158.779,230.0
609,73.113174,-278.58377,158.779,230.0
610,71.40367,-296.46527,158.779,230.0
611,72.86953,-313.22256,158.779,230.0
612,73.00531,-330.99646,158.779,230.0
613,74.50068,-348.4345,158.779,230.0
614,65.54656,215.33424,166.747,230.0
615,64.68802,199.83665,166.747,230.0
616,65.16401,184.1311,166.747,230.0
617,65.05608,168.80528,166.747,230.0
618,65.31434,153.56795,166.747,232.0
619,65.93474,138.42775,166.747,230.0
620,64.949974,123.77587,166.747,230.0
621,65.28806,108.980515,166.747,230.0
622,64.97973,94.41004,166.747,228.0
623,66.98904,79.63117,166.747,230.0
624,65.35675,65.36011,166.747,230.0
625,67.02928,50.725456,166.747,230.0
626,67.04089,36.314823,166.747,230.0
627,66.380615,21.965427,166.747,230.0
628,66.04561,7.604757,166.747,182.0
629,67.03598,-6.7491555,166.747,230.0
630,67.35135,-21.087608,166.747,230.0
631,67.991486,-35.415237,166.747,230.0
632,67.95915,-49.803238,166.747,230.0
633,68.25482,-64.210846,166.747,230.0
634,66.89473,-78.87783,166.747,230.0
635,68.84425,-93.20097,166.747,230.0
636,69.13097,-107.7231,166.747,230.0
637,68.76511,-122.439804,166.747,230.0
638,69.7207,-137.0146,166.747,230.0
639,70.04136,-151.84239,166.747,230.0
640,69.74493,-166.98067,166.747,230.0
641,68.852,-182.48616,166.747,230.0
642,69.294205,-197.81607,166.747,230.0
643,70.10855,-213.21764,166.747,230.0
644,70.35869,-229.02362,166.747,230.0
645,71.00344,-244.92514,166.747,230.0
646,72.04719,-260.91238,166.747,230.0
647,72.57949,-277.3797,166.747,230.0
648,70.83566,-295.2579,166.747,230.0
649,73.20438,-311.65244,166.747,230.0
650,72.45474,-329.95145,166.747,230.0
651,74.83951,-346.9861,166.747,228.0
652,65.24918,217.5601,178.616,230.0
653,65.283745,201.72078,178.616,230.0
654,65.70723,185.99376,178.616,230.0
655,65.548904,170.6482,178.616,230.0
656,65.75798,155.39003,178.616,230.0
657,67.30682,140.01195,178.616,230.0
658,65.30009,125.55885,178.616,230.0
659,65.608925,110.83306,178.616,230.0
660,65.24432,96.172905,178.616,230.0
661,67.20097,81.29816,178.616,232.0
662,65.52579,66.98111,178.616,230.0
663,67.16425,52.382397,178.616,230.0
664,67.14054,38.011944,178.616,230.0
665,67.4426,23.667192,178.616,230.0
666,67.06936,9.370315,178.616,230.0
667,66.01924,-4.9391365,178.616,182.0
668,67.292175,-19.23049,178.616,228.0
669,67.88812,-33.519817,178.616,230.0
670,67.8096,-47.867535,178.616,230.0
671,69.04746,-62.087807,178.616,230.0
672,67.62329,-76.60744,178.616,228.0
673,68.51411,-90.93714,178.616,230.0
674,68.74373,-105.43015,178.616,230.0
675,68.324394,-120.14544,178.616,230.0
676,70.20496,-134.51474,178.616,230.0
